name,measure,measure_info,geo_type_name,geo_place_name,time_period,start_date,unique_id,indicator_id,geo_join_id,data_value
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Hunts Point - Mott Haven,2005-2007,1/1/2005,173720,365,401,130.10
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,East Harlem,2012-2014,1/2/2012,173754,365,401,129.63
Annual vehicle miles traveled,Million miles,per square mile,Borough,Manhattan,2019,1/1/2019,602902,375,408,129.55
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Upper East Side,2010,1/1/2010,825854,375,105106107,129.30
Annual vehicle miles traveled,Million miles,per square mile,CD,Lower East Side and Chinatown (CD3),2010,1/1/2010,602887,375,401,129.27
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Upper East Side (CD8),2010,1/1/2010,643501,375,401,129.26
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Upper West Side,2019,1/1/2019,211576,375,408,129.24
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East Flatbush - Flatbush,2009-2011,1/1/2009,643516,375,408,129.20
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Upper West Side (CD7),2019,1/1/2019,825881,375,408,128.74
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,Bronx,2009-2011,1/1/2009,177821,365,204,128.20
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Upper East Side (CD8),2005,1/1/2005,177870,365,211,128.13
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Crotona -Tremont,2009-2011,1/1/2009,410828,365,404,127.40
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Lower East Side and Chinatown (CD3),2019,1/1/2019,410829,365,404,127.36
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Upper West Side,2010,1/1/2010,742255,365,404,127.35
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Manhattan,2012-2014,1/2/2012,173743,365,205,127.20
Annual vehicle miles traveled,Million miles,per square mile,CD,Upper West Side (CD7),2010,1/1/2010,605813,365,205,127.11
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Union Square - Lower East Side,2012-2014,1/2/2012,177852,365,504,127.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,East Harlem,2017-2019,1/1/2017,171584,375,409,127.00
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Downtown - Heights - Slope,2019,1/1/2019,602905,375,409,126.76
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Citywide,New York City,2005-2007,1/1/2005,825878,375,409,126.30
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Washington Heights,2012-2014,1/2/2012,643534,375,404406,126.20
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Union Square - Lower East Side,2013,1/1/2013,825863,375,404406,126.10
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Chelsea - Clinton,2005,1/1/2005,171589,375,404406,126.02
Annual vehicle miles traveled,Million miles,per square mile,CD,Clinton and Chelsea (CD4),2010,1/1/2010,211582,375,404406,125.53
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Fordham - Bronx Pk,2009-2011,1/1/2009,177947,365,204,125.00
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Upper East Side,2005,1/1/2005,177912,365,211,124.96
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Union Square - Lower East Side,2015-2017,1/1/2015,177954,365,211,124.90
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Union Square - Lower East Side,2005-2007,1/1/2005,410830,365,404,124.90
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,High Bridge - Morrisania,2015-2017,1/1/2015,334155,365,409,124.90
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Upper East Side,2019,1/1/2019,173629,365,404406,124.60
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Bedford Stuyvesant - Crown Heights,2015-2017,1/1/2015,173187,365,404406,124.60
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Greenwich Village - SoHo,2010,1/1/2010,174275,365,404406,124.54
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Union Square - Lower East Side,2019,1/1/2019,742365,365,409,124.42
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bedford Stuyvesant - Crown Heights,2012-2014,1/2/2012,173182,365,409,124.30
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Greenwich Village - SoHo,2019,1/1/2019,174270,365,409,124.15
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Midtown (CD5),2005,1/1/2005,173624,365,409,124.04
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,High Bridge - Morrisania,2005-2007,1/1/2005,547570,365,409,124.00
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Lower East Side and Chinatown (CD3),2005,1/1/2005,742364,365,409,123.88
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Union Square - Lower East Side,2005,1/1/2005,823365,365,404406,123.77
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Upper East Side (CD8),2019,1/1/2019,173765,365,404406,123.40
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Morningside Heights and Hamilton Heights (CD9),2019,1/1/2019,173731,365,404406,123.05
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Fordham - Bronx Pk,2009-2011,1/1/2009,334152,365,408,122.80
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,Bronx,2005-2007,1/1/2005,742362,365,408,122.30
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Pelham - Throgs Neck,2009-2011,1/1/2009,742389,365,105106107,121.90
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,2015-2017,1/1/2015,173181,365,408,121.40
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Greenwich Village - SoHo,2005,1/1/2005,173632,365,105106107,121.31
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Greenwich Village - SoHo,2015,1/1/2015,173190,365,105106107,121.30
Annual vehicle miles traveled,Million miles,per square mile,CD,Washington Heights and Inwood (CD12),2010,1/1/2010,174278,365,105106107,120.89
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,2012-2014,1/2/2012,334179,365,105106107,120.80
Annual vehicle miles traveled,Million miles,per square mile,CD,Sunset Park (CD7),2019,1/1/2019,547594,365,105106107,120.74
Annual vehicle miles traveled,Million miles,per square mile,CD,Clinton and Chelsea (CD4),2005,1/1/2005,823356,365,105106107,120.67
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Lower East Side and Chinatown (CD3),2010,1/1/2010,742388,365,105106107,120.20
Annual vehicle miles traveled,Million miles,per square mile,CD,Greenwich Village and Soho (CD2),2019,1/1/2019,173734,365,105106107,120.15
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,Manhattan,2005-2007,1/1/2005,173768,365,105106107,120.10
Annual vehicle miles traveled,Million miles,per square mile,CD,Greenwich Village and Soho (CD2),2005,1/1/2005,410962,365,105106107,119.91
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East Flatbush - Flatbush,2015-2017,1/1/2015,605888,365,105106107,119.30
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Hunts Point - Mott Haven,2009-2011,1/1/2009,823426,365,206,119.10
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Crotona -Tremont,2017-2019,1/1/2017,605863,365,408,119.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Port Richmond,2009-2011,1/1/2009,823354,365,105106107,118.80
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Citywide,New York City,2012-2014,1/2/2012,173122,365,105106107,118.80
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Lower Manhattan,2013,1/1/2013,211891,365,105106107,118.70
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,2005-2007,1/1/2005,605890,365,105106107,118.40
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East New York,2015-2017,1/1/2015,211882,365,408,118.40
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Chelsea - Clinton,2019,1/1/2019,649861,365,408,118.31
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Crotona -Tremont,2012-2014,1/2/2012,823381,365,408,118.08
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Williamsburg - Bushwick,2017-2019,1/1/2017,173113,365,408,118.00
Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,Kingsbridge - Riverdale,2005-2007,1/1/2005,874391,365,206,117.70
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Union Square - Lower East Side,2015,1/1/2015,874393,365,206,117.50
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,High Bridge - Morrisania,2012-2014,1/2/2012,334112,365,208,117.38
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Upper East Side,2010,1/1/2010,173666,365,105106107,116.99
Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,Manhattan,2019,1/1/2019,173700,365,105106107,116.71
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,Manhattan,2012-2014,1/2/2012,410960,365,105106107,116.65
Annual vehicle miles traveled,Million miles,per square mile,CD,Rego Park and Forest Hills (CD6),2010,1/1/2010,410961,365,105106107,116.57
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Upper West Side,2010,1/1/2010,823564,365,413,116.45
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Central Harlem - Morningside Heights,2012-2014,1/2/2012,877085,375,105106107,116.42
Annual vehicle miles traveled,Million miles,per square mile,CD,Financial District (CD1),2019,1/1/2019,877087,375,105106107,116.27
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Downtown - Heights - Slope,2019,1/1/2019,410953,365,404406,116.16
Annual vehicle miles traveled (cars),Million miles,per square mile,CD,Upper West Side (CD7),2010,1/1/2010,173760,365,409,116.05
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Pelham - Throgs Neck,2009-2011,1/1/2009,173097,365,205,116.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Hunts Point - Mott Haven,2017-2019,1/1/2017,605815,365,205,116.00
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Northeast Bronx,2017-2019,1/1/2017,649813,365,205,116.00
Annual vehicle miles traveled,Million miles,per square mile,UHF42,Washington Heights,2010,1/1/2010,605881,365,404406,115.89
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Jamaica,2009-2011,1/1/2009,649879,365,404406,115.80
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,East Flatbush - Flatbush,2009-2011,1/1/2009,823363,365,404406,115.80
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Fordham - Bronx Pk,2005-2007,1/1/2005,173119,365,404406,115.80
Annual vehicle miles traveled,Million miles,per square mile,CD,Morningside Heights and Hamilton Heights (CD9),2010,1/1/2010,211888,365,404406,115.56
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Washington Heights,2013,1/1/2013,173114,365,409,115.30
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Upper East Side,2005,1/1/2005,211883,365,409,115.24
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,East New York,2012-2014,1/2/2012,605866,365,409,115.20
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Chelsea - Clinton,2005,1/1/2005,649864,365,409,114.91
Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,Lower Manhattan,2015,1/1/2015,173233,365,205,114.90
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Union Square - Lower East Side,2012-2014,1/2/2012,173726,365,409,114.77
Annual vehicle miles traveled,Million miles,per square mile,Borough,Manhattan,2010,1/1/2010,410938,365,409,114.68
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Pelham - Throgs Neck,2005-2007,1/1/2005,605864,365,409,114.60
Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Northeast Bronx,2005-2007,1/1/2005,605879,365,404406,114.50
Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Bedford Stuyvesant - Crown Heights,2005-2007,1/1/2005,742379,365,404406,114.40
Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,Union Square - Lower East Side,2005,1/1/2005,742363,365,409,113.88
Annual vehicle miles traveled,Million miles,per square mile,CD,Woodside and Sunnyside (CD2),2019,1/1/2019,173658,365,409,113.87
Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,Williamsburg - Bushwick,2009-2011,1/1/2009,173692,365,409,113.70
Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,Jamaica,2005-2007,1/1/2005,410936,365,409,113.60
